Post Code,Post Office Name,Post Office Level,Phone,Province,District,Commune,Address,Status,Branch,Pickup Branch,Commune EN,Commune Khmer,Phone Number,Main Branch Phone,Branch Code,Branch EN,Branch Khmer,Category,Post office level,Type,Latitude,Longitude,Search Text
BANA001,Chamnaom,AGENT,0716111197,Banteay Meanchey,Mongkol Borei,Chamnaom,"Chamnaom, Mongkol Borei, Banteay Meanchey, Cambodia",ACTIVE,BAN,BANA001,Chamnaom,Chamnaom,0716111197,0316000285,BAN,Banteay Meanchey,Banteay Meanchey,AGENT,AGENT,AGENT,13.437565,102.934632,BANA001 | Chamnaom | 0716111197 | BAN | Banteay Meanchey | Mongkol Borei | AGENT
KANA022,Cheung Kaeub,AGENT,0885777469,Kandal,Kandal Stueng,Cheung Kaeub,"Cheung Kaeub, Kandal Stueng, Kandal, Cambodia",ACTIVE,KAN,KANA022,Cheung Kaeub,Cheung Kaeub,0885777469,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.439455,104.892452,KANA022 | Cheung Kaeub | 0885777469 | KAN | Kandal | Kandal Stueng | AGENT
KANA023,Preaek Hour 02,AGENT,0716667378,Kandal,Ta Khmau,Preaek Hour 02,"Preaek Hour 02, Ta Khmau, Kandal, Cambodia",ACTIVE,KAN,KANA023,Preaek Hour 02,Preaek Hour 02,0716667378,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.4466,104.88001,KANA023 | Preaek Hour 02 | 0716667378 | KAN | Kandal | Ta Khmau | AGENT
KANA024,Daeum Rues,AGENT,066441450,Kandal,Kandal Stueng,Daeum Rues,"Daeum Rues, Kandal Stueng, Kandal, Cambodia",ACTIVE,KAN,KANA024,Daeum Rues,Daeum Rues,066441450,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.418343,104.791698,KANA024 | Daeum Rues | 066441450 | KAN | Kandal | Kandal Stueng | AGENT
KANA026,Traeuy Sla,AGENT,0975529539,Kandal,S'ang,Traeuy Sla,"Traeuy Sla, S'ang, Kandal, Cambodia",ACTIVE,KAN,KANA026,Traeuy Sla,Traeuy Sla,0975529539,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.319958,105.067528,KANA026 | Traeuy Sla | 0975529539 | KAN | Kandal | S'ang | AGENT
KANA027,Preaek Ruessei,AGENT,0712032211,Kandal,Lvea Aem,Preaek Ruessei,"Preaek Ruessei, Lvea Aem, Kandal, Cambodia",ACTIVE,KAN,KANA027,Preaek Ruessei,Preaek Ruessei,0712032211,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.470329,104.936806,KANA027 | Preaek Ruessei | 0712032211 | KAN | Kandal | Lvea Aem | AGENT
KANA028,Siem Reab,AGENT,0312481818,Kandal,Kandal Stueng,Siem Reab,"Siem Reab, Kandal Stueng, Kandal, Cambodia",ACTIVE,KAN,KANA028,Siem Reab,Siem Reab,0312481818,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.389382,104.863461,KANA028 | Siem Reab | 0312481818 | KAN | Kandal | Kandal Stueng | AGENT
KANA029,Kampong Samnanh,AGENT,060587879,Kandal,Ta Khmau,Kampong Samnanh,"Kampong Samnanh, Ta Khmau, Kandal, Cambodia",ACTIVE,KAN,KANA029,Kampong Samnanh,Kampong Samnanh,060587879,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.460466,104.942209,KANA029 | Kampong Samnanh | 060587879 | KAN | Kandal | Ta Khmau | AGENT
KANA031,Preaek Ta Meak,AGENT,0975428202,Kandal,Khsach Kandal,Preaek Ta Meak,"Preaek Ta Meak, Khsach Kandal, Kandal, Cambodia",ACTIVE,KAN,KANA031,Preaek Ta Meak,Preaek Ta Meak,0975428202,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.749088,105.011697,KANA031 | Preaek Ta Meak | 0975428202 | KAN | Kandal | Khsach Kandal | AGENT
KANA033,Preaek Rey,AGENT,0716404444,Kandal,Lvea Aem,Preaek Rey,"Preaek Rey, Lvea Aem, Kandal, Cambodia",ACTIVE,KAN,KANA033,Preaek Rey,Preaek Rey,0716404444,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.528229,105.14387,KANA033 | Preaek Rey | 0716404444 | KAN | Kandal | Lvea Aem | AGENT
KANA034,Roka Khpuos,AGENT,066988835,Kandal,Kandal Stueng,Roka Khpuos,"Roka Khpuos, Kandal Stueng, Kandal, Cambodia",ACTIVE,KAN,KANA034,Roka Khpuos,Roka Khpuos,066988835,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.420457,104.983317,KANA034 | Roka Khpuos | 066988835 | KAN | Kandal | Kandal Stueng | AGENT
KANA036,Sambuor Meas,AGENT,0886896222,Kandal,Lvea Aem,Sambuor Meas,"Sambuor Meas, Lvea Aem, Kandal, Cambodia",ACTIVE,KAN,KANA036,Sambuor Meas,Sambuor Meas,0886896222,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.667183,104.866842,KANA036 | Sambuor Meas | 0886896222 | KAN | Kandal | Lvea Aem | AGENT
KANA037,Sambuor,AGENT,0978760303,Kandal,Lvea Aem,Sambuor,"Sambuor, Lvea Aem, Kandal, Cambodia",ACTIVE,KAN,KANA037,Sambuor,Sambuor,0978760303,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.47773,105.162037,KANA037 | Sambuor | 0978760303 | KAN | Kandal | Lvea Aem | AGENT
KANA038,Preaek Ruessei,AGENT,068282262,Kandal,Lvea Aem,Preaek Ruessei,"Preaek Ruessei, Lvea Aem, Kandal, Cambodia",ACTIVE,KAN,KANA038,Preaek Ruessei,Preaek Ruessei,068282262,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.4686,105.209882,KANA038 | Preaek Ruessei | 068282262 | KAN | Kandal | Lvea Aem | AGENT
KANA039,Chheu Khmau,AGENT,068688885,Kandal,Ta Khmau,Chheu Khmau,"Chheu Khmau, Ta Khmau, Kandal, Cambodia",ACTIVE,KAN,KANA039,Chheu Khmau,Chheu Khmau,068688885,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.048601,105.077687,KANA039 | Chheu Khmau | 068688885 | KAN | Kandal | Ta Khmau | AGENT
KANA040,Sampov Pun 02,AGENT,0885852222,Kandal,Ta Khmau,Sampov Pun 02,"Sampov Pun 02, Ta Khmau, Kandal, Cambodia",ACTIVE,KAN,KANA040,Sampov Pun 02,Sampov Pun 02,0885852222,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,10.954919,105.07873,KANA040 | Sampov Pun 02 | 0885852222 | KAN | Kandal | Ta Khmau | AGENT
KANA041,Leuk Daek,AGENT,0887000585,Kandal,Kaoh Thum,Leuk Daek,"Leuk Daek, Kaoh Thum, Kandal, Cambodia",ACTIVE,KAN,KANA041,Leuk Daek,Leuk Daek,0887000585,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.130317,105.130143,KANA041 | Leuk Daek | 0887000585 | KAN | Kandal | Kaoh Thum | AGENT
KANA042,Pou Ban 02,AGENT,066350114,Kandal,Ta Khmau,Pou Ban 02,"Pou Ban 02, Ta Khmau, Kandal, Cambodia",ACTIVE,KAN,KANA042,Pou Ban 02,Pou Ban 02,066350114,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.182247,104.074302,KANA042 | Pou Ban 02 | 066350114 | KAN | Kandal | Ta Khmau | AGENT
KANA043,Puk Ruessei,AGENT,0978333874,Kandal,Khsach Kandal,Puk Ruessei,"Puk Ruessei, Khsach Kandal, Kandal, Cambodia",ACTIVE,KAN,KANA043,Puk Ruessei,Puk Ruessei,0978333874,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.684915,104.968129,KANA043 | Puk Ruessei | 0978333874 | KAN | Kandal | Khsach Kandal | AGENT
KANA044,Svay Romiet 01,AGENT,0718044433,Kandal,Khsach Kandal,Svay Romiet 01,"Svay Romiet 01, Khsach Kandal, Kandal, Cambodia",ACTIVE,KAN,KANA044,Svay Romiet 01,Svay Romiet 01,0718044433,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.795103,105.015382,KANA044 | Svay Romiet 01 | 0718044433 | KAN | Kandal | Khsach Kandal | AGENT
KANA045,Svay Romiet 02,AGENT,068401902,Kandal,Khsach Kandal,Svay Romiet 02,"Svay Romiet 02, Khsach Kandal, Kandal, Cambodia",ACTIVE,KAN,KANA045,Svay Romiet 02,Svay Romiet 02,068401902,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.8122,105.038624,KANA045 | Svay Romiet 02 | 068401902 | KAN | Kandal | Khsach Kandal | AGENT
KANA046,Prek Krabao Ti 2,AGENT,066666017,Kandal,Ta Khmau,Prek Krabao Ti 2,"Prek Krabao Ti 2, Ta Khmau, Kandal, Cambodia",ACTIVE,KAN,KANA046,Prek Krabao Ti 2,Prek Krabao Ti 2,066666017,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.66011,104.964049,KANA046 | Prek Krabao Ti 2 | 066666017 | KAN | Kandal | Ta Khmau | AGENT
KANA049,Roka,AGENT,0885777469,Kandal,Kandal Stueng,Roka,"Roka, Kandal Stueng, Kandal, Cambodia",ACTIVE,KAN,KANA049,Roka,Roka,0885777469,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.451665,104.720281,KANA049 | Roka | 0885777469 | KAN | Kandal | Kandal Stueng | AGENT
KANA066,Wat Prek Ampil,AGENT,010274262,Kandal,Ta Khmau,Wat Prek Ampil,"Wat Prek Ampil, Ta Khmau, Kandal, Cambodia",ACTIVE,KAN,KANA066,Wat Prek Ampil,Wat Prek Ampil,010274262,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.647094,104.957062,KANA066 | Wat Prek Ampil | 010274262 | KAN | Kandal | Ta Khmau | AGENT
KANA077,Beuong khyeang,AGENT,0977840033,Kandal,Ta Khmau,Beuong khyeang,"Beuong khyeang, Ta Khmau, Kandal, Cambodia",ACTIVE,KAN,KANA077,Beuong khyeang,Beuong khyeang,0977840033,0972355986,KAN,Kandal,Kandal,AGENT,AGENT,AGENT,11.3613557,104.8681012,KANA077 | Beuong khyeang | 0977840033 | KAN | Kandal | Ta Khmau | AGENT
KANP001,Ta Khmau,POST,0972355986,Kandal,Ta Khmau,Ta Khmau,"Ta Khmau, Ta Khmau, Kandal, Cambodia",ACTIVE,KAN,KANP001,Ta Khmau,Ta Khmau,0972355986,0972355986,KAN,Kandal,Kandal,POST,POST,POST,11.4777335,104.9487032,KANP001 | Ta Khmau | 0972355986 | KAN | Kandal | Ta Khmau | POST
KANS001,Ta Khmao,POST,0262580,Kandal,Ta Khmau,Ta Khmao,"Ta Khmao, Ta Khmau, Kandal, Cambodia",ACTIVE,KAN,KANS001,Ta Khmao,Ta Khmao,0262580,0972355986,KAN,Kandal,Kandal,POST,POST,POST,11.473225,104.94918,KANS001 | Ta Khmao | 0262580 | KAN | Kandal | Ta Khmau | POST
KANS002,Kokir,POST,0836419,Kandal,Kien Svay,Kokir,"Kokir, Kien Svay, Kandal, Cambodia",ACTIVE,KAN,KANS002,Kokir,Kokir,0836419,0972355986,KAN,Kandal,Kandal,POST,POST,POST,11.511094,105.048311,KANS002 | Kokir | 0836419 | KAN | Kandal | Kien Svay | POST
KANS003,Preaek Thmei,POST,066350114,Kandal,Kandal Stueng,Preaek Thmei,"Preaek Thmei, Kandal Stueng, Kandal, Cambodia",ACTIVE,KAN,KANS003,Preaek Thmei,Preaek Thmei,066350114,0972355986,KAN,Kandal,Kandal,POST,POST,POST,11.133705,105.057119,KANS003 | Preaek Thmei | 066350114 | KAN | Kandal | Kandal Stueng | POST
KANS004,Preaek Anhchanh,POST,0710500,Kandal,Mukh Kampul,Preaek Anhchanh,"Preaek Anhchanh, Mukh Kampul, Kandal, Cambodia",ACTIVE,KAN,KANS004,Preaek Anhchanh,Preaek Anhchanh,0710500,0972355986,KAN,Kandal,Kandal,POST,POST,POST,11.738,104.9776,KANS004 | Preaek Anhchanh | 0710500 | KAN | Kandal | Mukh Kampul | POST
KANS005,Baek Chan,POST,0813876,Kandal,Angk Snuol,Baek Chan,"Baek Chan, Angk Snuol, Kandal, Cambodia",ACTIVE,KAN,KANS005,Baek Chan,Baek Chan,0813876,0972355986,KAN,Kandal,Kandal,POST,POST,POST,11.509273,104.741863,KANS005 | Baek Chan | 0813876 | KAN | Kandal | Angk Snuol | POST
KEPA001,Ou Krasar,AGENT,0889126653,Kep,Kaeb,Ou Krasar,"Ou Krasar, Kaeb, Kep, Cambodia",ACTIVE,KEP,KEPA001,Ou Krasar,Ou Krasar,0889126653,0979758982,KEP,Kep,Kep,AGENT,AGENT,AGENT,10.55536,104.2883,KEPA001 | Ou Krasar | 0889126653 | KEP | Kep | Kaeb | AGENT
KEPA002,Damnak Chang Aeur,AGENT,067872737,Kep,Kep,Damnak Chang Aeur,"Damnak Chang Aeur, Kep, Kep, Cambodia",ACTIVE,KEP,KEPA002,Damnak Chang Aeur,Damnak Chang Aeur,067872737,0979758982,KEP,Kep,Kep,AGENT,AGENT,AGENT,10.576537,104.390497,KEPA002 | Damnak Chang Aeur | 067872737 | KEP | Kep | Kep | AGENT
DVCZ5,Vehicle Team Z5,SHIPPER,0975942942,Koh Kong,Khemarak Phoumin,Vehicle Team Z5,"Vehicle Team Z5, Khemarak Phoumin, Koh Kong, Cambodia",ACTIVE,KOH,DVCZ5,Vehicle Team Z5,Vehicle Team Z5,0975942942,0975942942,KOH,Koh Kong,Koh Kong,SHIPPER,SHIPPER,SHIPPER,,,DVCZ5 | Vehicle Team Z5 | 0975942942 | KOH | Koh Kong | Khemarak Phoumin | SHIPPER
KOHA001,Dang Tung,AGENT,0973415168,Koh Kong,Khemarak Phoumin,Dang Tung,"Dang Tung, Khemarak Phoumin, Koh Kong, Cambodia",ACTIVE,KOH,KOHA001,Dang Tung,Dang Tung,0973415168,0975942942,KOH,Koh Kong,Koh Kong,AGENT,AGENT,AGENT,11.595865,102.979171,KOHA001 | Dang Tung | 0973415168 | KOH | Koh Kong | Khemarak Phoumin | AGENT
KOHA002,Trapeang Rung,AGENT,068645654,Koh Kong,Kaoh Kong,Trapeang Rung,"Trapeang Rung, Kaoh Kong, Koh Kong, Cambodia",ACTIVE,KOH,KOHA002,Trapeang Rung,Trapeang Rung,068645654,0975942942,KOH,Koh Kong,Koh Kong,AGENT,AGENT,AGENT,11.379754,103.257654,KOHA002 | Trapeang Rung | 068645654 | KOH | Koh Kong | Kaoh Kong | AGENT
KOHA003,Andoung Tuek,AGENT,068848687,Koh Kong,Botum Sakor,Andoung Tuek,"Andoung Tuek, Botum Sakor, Koh Kong, Cambodia",ACTIVE,KOH,KOHA003,Andoung Tuek,Andoung Tuek,068848687,0975942942,KOH,Koh Kong,Koh Kong,AGENT,AGENT,AGENT,11.18609,103.468786,KOHA003 | Andoung Tuek | 068848687 | KOH | Koh Kong | Botum Sakor | AGENT
KOHA004,Dang Tung 02,AGENT,0718099992,Koh Kong,Khemarak Phoumin,Dang Tung 02,"Dang Tung 02, Khemarak Phoumin, Koh Kong, Cambodia",ACTIVE,KOH,KOHA004,Dang Tung 02,Dang Tung 02,0718099992,0975942942,KOH,Koh Kong,Koh Kong,AGENT,AGENT,AGENT,11.608304,102.982362,KOHA004 | Dang Tung 02 | 0718099992 | KOH | Koh Kong | Khemarak Phoumin | AGENT
KOHA005,Srae Ambel,AGENT,0716668661,Koh Kong,Srae Ambel,Srae Ambel,"Srae Ambel, Srae Ambel, Koh Kong, Cambodia",ACTIVE,KOH,KOHA005,Srae Ambel,Srae Ambel,0716668661,0975942942,KOH,Koh Kong,Koh Kong,AGENT,AGENT,AGENT,11.1860333,103.4687297,KOHA005 | Srae Ambel | 0716668661 | KOH | Koh Kong | Srae Ambel | AGENT
KOHA006,Srae Ambel,AGENT,0975375352,Koh Kong,Srae Ambel,Srae Ambel,"Srae Ambel, Srae Ambel, Koh Kong, Cambodia",ACTIVE,KOH,KOHA006,Srae Ambel,Srae Ambel,0975375352,0975942942,KOH,Koh Kong,Koh Kong,AGENT,AGENT,AGENT,11.122887,103.745922,KOHA006 | Srae Ambel | 0975375352 | KOH | Koh Kong | Srae Ambel | AGENT
KOHA007,Phnhi Meas,AGENT,0312226422,Koh Kong,Kiri Sakor,Phnhi Meas,"Phnhi Meas, Kiri Sakor, Koh Kong, Cambodia",ACTIVE,KOH,KOHA007,Phnhi Meas,Phnhi Meas,0312226422,0975942942,KOH,Koh Kong,Koh Kong,AGENT,AGENT,AGENT,10.990343,103.2221,KOHA007 | Phnhi Meas | 0312226422 | KOH | Koh Kong | Kiri Sakor | AGENT
KOHA008,Pak Khlang,AGENT,0717330666,Koh Kong,Mondol Seima,Pak Khlang,"Pak Khlang, Mondol Seima, Koh Kong, Cambodia",ACTIVE,KOH,KOHA008,Pak Khlang,Pak Khlang,0717330666,0975942942,KOH,Koh Kong,Koh Kong,AGENT,AGENT,AGENT,11.642346,102.922879,KOHA008 | Pak Khlang | 0717330666 | KOH | Koh Kong | Mondol Seima | AGENT
KOHA009,Ruessei Chrum,AGENT,0973440505,Koh Kong,Thma Bang,Ruessei Chrum,"Ruessei Chrum, Thma Bang, Koh Kong, Cambodia",ACTIVE,KOH,KOHA009,Ruessei Chrum,Ruessei Chrum,0973440505,0975942942,KOH,Koh Kong,Koh Kong,AGENT,AGENT,AGENT,11.683293,103.44224,KOHA009 | Ruessei Chrum | 0973440505 | KOH | Koh Kong | Thma Bang | AGENT
KOHA010,Smach Mean Chey,AGENT,0715443366,Koh Kong,Khemara Phoumin,Smach Mean Chey,"Smach Mean Chey, Khemara Phoumin, Koh Kong, Cambodia",ACTIVE,KOH,KOHA010,Smach Mean Chey,Smach Mean Chey,0715443366,0975942942,KOH,Koh Kong,Koh Kong,AGENT,AGENT,AGENT,11.61593,102.98466,KOHA010 | Smach Mean Chey | 0715443366 | KOH | Koh Kong | Khemara Phoumin | AGENT
KOHA011,Kong deab,AGENT,068845698,Koh Kong,Khemarak Phoumin,Kong deab,"Kong deab, Khemarak Phoumin, Koh Kong, Cambodia",ACTIVE,KOH,KOHA011,Kong deab,Kong deab,068845698,0975942942,KOH,Koh Kong,Koh Kong,AGENT,AGENT,AGENT,,,KOHA011 | Kong deab | 068845698 | KOH | Koh Kong | Khemarak Phoumin | AGENT
KOHA012,Cham Yeam,AGENT,0319993899,Koh Kong,Khemarak Phoumin,Cham Yeam,"Cham Yeam, Khemarak Phoumin, Koh Kong, Cambodia",ACTIVE,KOH,KOHA012,Cham Yeam,Cham Yeam,0319993899,0975942942,KOH,Koh Kong,Koh Kong,AGENT,AGENT,AGENT,11.383526,102.5550684,KOHA012 | Cham Yeam | 0319993899 | KOH | Koh Kong | Khemarak Phoumin | AGENT
KOHP001,Khemmeakrakphumin,POST,0975942942,Koh Kong,Khemarak Phoumin,Khemmeakrakphumin,"Khemmeakrakphumin, Khemarak Phoumin, Koh Kong, Cambodia",ACTIVE,KOH,KOHP001,Khemmeakrakphumin,Khemmeakrakphumin,0975942942,0975942942,KOH,Koh Kong,Koh Kong,POST,POST,POST,11.61075,102.978804,KOHP001 | Khemmeakrakphumin | 0975942942 | KOH | Koh Kong | Khemarak Phoumin | POST
KOHS001,Smach Mean Chey,POST,0972920124,Koh Kong,Khemara Phoumin,Smach Mean Chey,"Smach Mean Chey, Khemara Phoumin, Koh Kong, Cambodia",ACTIVE,KOH,KOHS001,Smach Mean Chey,Smach Mean Chey,0972920124,0975942942,KOH,Koh Kong,Koh Kong,POST,POST,POST,11.6154,102.98474,KOHS001 | Smach Mean Chey | 0972920124 | KOH | Koh Kong | Khemara Phoumin | POST
HUBKRA01,Hub vùng HUBKRA01,WAREHOUSE,0979984684,Kratie,Kratie,Hub vùng HUBKRA01,"Hub vùng HUBKRA01, Kratie, Kratie, Cambodia",INACTIVE,KRA,HUBKRA01,Hub vùng HUBKRA01,Hub vùng HUBKRA01,0979984684,0979984684,KRA,Kratie,Kratie,WAREHOUSE,WAREHOUSE,WAREHOUSE,11.600572823206011,105.70856773843626,HUBKRA01 | Hub vùng HUBKRA01 | 0979984684 | KRA | Kratie | Kratie | WAREHOUSE
HZ5P01,Head office Z5,DEPARTMENT,0979984684,Kratie,Kratie,Head office Z5,"Head office Z5, Kratie, Kratie, Cambodia",ACTIVE,KRA,HZ5P01,Head office Z5,Head office Z5,0979984684,0979984684,KRA,Kratie,Kratie,DEPARTMENT,DEPARTMENT,DEPARTMENT,,,HZ5P01 | Head office Z5 | 0979984684 | KRA | Kratie | Kratie | DEPARTMENT
KRAA001,Sambok,AGENT,0972626765,Kratie,Chetr Borei,Sambok,"Sambok, Chetr Borei, Kratie, Cambodia",ACTIVE,KRA,KRAA001,Sambok,Sambok,0972626765,0979984684,KRA,Kratie,Kratie,AGENT,AGENT,AGENT,12.5903,106.0265,KRAA001 | Sambok | 0972626765 | KRA | Kratie | Chetr Borei | AGENT
KRAA003,Chhloung,AGENT,0976111877,Kratie,Chhloung,Chhloung,"Chhloung, Chhloung, Kratie, Cambodia",ACTIVE,KRA,KRAA003,Chhloung,Chhloung,0976111877,0979984684,KRA,Kratie,Kratie,AGENT,AGENT,AGENT,12.252597,105.977067,KRAA003 | Chhloung | 0976111877 | KRA | Kratie | Chhloung | AGENT
KRAA004,Kbal Damrei,AGENT,0882720200,Kratie,Or Krieng Saenchay,Kbal Damrei,"Kbal Damrei, Or Krieng Saenchay, Kratie, Cambodia",ACTIVE,KRA,KRAA004,Kbal Damrei,Kbal Damrei,0882720200,0979984684,KRA,Kratie,Kratie,AGENT,AGENT,AGENT,12.86919,106.198153,KRAA004 | Kbal Damrei | 0882720200 | KRA | Kratie | Or Krieng Saenchay | AGENT
KRAA005,Svay Chreah,AGENT,090440206,Kratie,Snuol,Svay Chreah,"Svay Chreah, Snuol, Kratie, Cambodia",ACTIVE,KRA,KRAA005,Svay Chreah,Svay Chreah,090440206,0979984684,KRA,Kratie,Kratie,AGENT,AGENT,AGENT,12.320298,106.324222,KRAA005 | Svay Chreah | 090440206 | KRA | Kratie | Snuol | AGENT
KRAA006,Kranhung Saen Chey,AGENT,0884939990,Kratie,Kratie,Kranhung Saen Chey,"Kranhung Saen Chey, Kratie, Kratie, Cambodia",ACTIVE,KRA,KRAA006,Kranhung Saen Chey,Kranhung Saen Chey,0884939990,0979984684,KRA,Kratie,Kratie,AGENT,AGENT,AGENT,12.129537,106.653759,KRAA006 | Kranhung Saen Chey | 0884939990 | KRA | Kratie | Kratie | AGENT
KRAA007,Ou Krieng,AGENT,068636161,Kratie,Or Krieng Saenchay,Ou Krieng,"Ou Krieng, Or Krieng Saenchay, Kratie, Cambodia",ACTIVE,KRA,KRAA007,Ou Krieng,Ou Krieng,068636161,0979984684,KRA,Kratie,Kratie,AGENT,AGENT,AGENT,13.043829,106.180606,KRAA007 | Ou Krieng | 068636161 | KRA | Kratie | Or Krieng Saenchay | AGENT
KRAA008,Sambour,AGENT,0886676766,Kratie,Sambour,Sambour,"Sambour, Sambour, Kratie, Cambodia",ACTIVE,KRA,KRAA008,Sambour,Sambour,0886676766,0979984684,KRA,Kratie,Kratie,AGENT,AGENT,AGENT,12.776424,105.964835,KRAA008 | Sambour | 0886676766 | KRA | Kratie | Sambour | AGENT
KRAA009,Sandan,AGENT,0314946555,Kratie,Sambour,Sandan,"Sandan, Sambour, Kratie, Cambodia",ACTIVE,KRA,KRAA009,Sandan,Sandan,0314946555,0979984684,KRA,Kratie,Kratie,AGENT,AGENT,AGENT,12.689547,106.021083,KRAA009 | Sandan | 0314946555 | KRA | Kratie | Sambour | AGENT
KRAA010,Chambak,AGENT,0882220686,Kratie,Kratie,Chambak,"Chambak, Kratie, Kratie, Cambodia",ACTIVE,KRA,KRAA010,Chambak,Chambak,0882220686,0979984684,KRA,Kratie,Kratie,AGENT,AGENT,AGENT,12.278305,105.801464,KRAA010 | Chambak | 0882220686 | KRA | Kratie | Kratie | AGENT
KRAA012,Kanhchor,AGENT,068522577,Kratie,Chhloung,Kanhchor,"Kanhchor, Chhloung, Kratie, Cambodia",ACTIVE,KRA,KRAA012,Kanhchor,Kanhchor,068522577,0979984684,KRA,Kratie,Kratie,AGENT,AGENT,AGENT,12.33255,106.052751,KRAA012 | Kanhchor | 068522577 | KRA | Kratie | Chhloung | AGENT
KRAP001,Kracheh,POST,0979984684,Kratie,Kracheh,Kracheh,"Kracheh, Kracheh, Kratie, Cambodia",ACTIVE,KRA,KRAP001,Kracheh,Kracheh,0979984684,0979984684,KRA,Kratie,Kratie,POST,POST,POST,12.482385,106.020364,KRAP001 | Kracheh | 0979984684 | KRA | Kratie | Kracheh | POST
KRAS001,Kracheh,POST,0719997744,Kratie,Kracheh,Kracheh,"Kracheh, Kracheh, Kratie, Cambodia",ACTIVE,KRA,KRAS001,Kracheh,Kracheh,0719997744,0979984684,KRA,Kratie,Kratie,POST,POST,POST,12.4896,106.016,KRAS001 | Kracheh | 0719997744 | KRA | Kratie | Kracheh | POST
KRAS002,Snuol,POST,0717370643,Kratie,Snuol,Snuol,"Snuol, Snuol, Kratie, Cambodia",ACTIVE,KRA,KRAS002,Snuol,Snuol,0717370643,0979984684,KRA,Kratie,Kratie,POST,POST,POST,12.0746,106.4211,KRAS002 | Snuol | 0717370643 | KRA | Kratie | Snuol | POST
KRAS003,Chhloung,POST,0719778997,Kratie,Chhloung,Chhloung,"Chhloung, Chhloung, Kratie, Cambodia",ACTIVE,KRA,KRAS003,Chhloung,Chhloung,0719778997,0979984684,KRA,Kratie,Kratie,POST,POST,POST,12.2569,105.9602,KRAS003 | Chhloung | 0719778997 | KRA | Kratie | Chhloung | POST
KRAS004,Sambour,POST,0976969537,Kratie,Sambour,Sambour,"Sambour, Sambour, Kratie, Cambodia",ACTIVE,KRA,KRAS004,Sambour,Sambour,0976969537,0979984684,KRA,Kratie,Kratie,POST,POST,POST,12.774535,105.964866,KRAS004 | Sambour | 0976969537 | KRA | Kratie | Sambour | POST
KRAS005,Preaek Prasab,POST,0977637301,Kratie,Prek Prasab,Preaek Prasab,"Preaek Prasab, Prek Prasab, Kratie, Cambodia",ACTIVE,KRA,KRAS005,Preaek Prasab,Preaek Prasab,0977637301,0979984684,KRA,Kratie,Kratie,POST,POST,POST,12.35199,106.03661,KRAS005 | Preaek Prasab | 0977637301 | KRA | Kratie | Prek Prasab | POST
KVKRA01,Kho vùng KRATIE,WAREHOUSE,0979984684,Kratie,Kratie,Kho vùng KRATIE,"Kho vùng KRATIE, Kratie, Kratie, Cambodia",ACTIVE,KRA,KVKRA01,Kho vùng KRATIE,Kho vùng KRATIE,0979984684,0979984684,KRA,Kratie,Kratie,WAREHOUSE,WAREHOUSE,WAREHOUSE,,,KVKRA01 | Kho vùng KRATIE | 0979984684 | KRA | Kratie | Kratie | WAREHOUSE
DVCMEGA1,MEGA transport team,SHIPPER,,MEGA HUB,Battambang,MEGA transport team,"MEGA transport team, Battambang, MEGA HUB, Cambodia",ACTIVE,MEGA,DVCMEGA1,MEGA transport team,MEGA transport team,,0886479090,MEGA,MEGA HUB,MEGA HUB,SHIPPER,SHIPPER,SHIPPER,11.63907,104.85378,DVCMEGA1 | MEGA transport team | MEGA | MEGA HUB | Battambang | SHIPPER
